cycle,event_type,agent_id,context
23176,MOVE,X,"{""position"": ""1,2""}"
23177,MOVE,O,"{""position"": ""1,1""}"
23178,MOVE,X,"{""position"": ""0,2""}"
23179,GAME_END,system,"{""result"": ""X""}"
23180,GAME_START,system,{}
23181,MOVE,X,"{""position"": ""0,1""}"
23182,MOVE,O,"{""position"": ""0,0""}"
23183,MOVE,X,"{""position"": ""2,0""}"
23184,MOVE,O,"{""position"": ""1,0""}"
23185,MOVE,X,"{""position"": ""1,2""}"
23186,MOVE,O,"{""position"": ""2,2""}"
23187,MOVE,X,"{""position"": ""2,1""}"
23188,MOVE,O,"{""position"": ""1,1""}"
23189,GAME_END,system,"{""result"": ""O""}"
23190,GAME_START,system,{}
23191,MOVE,X,"{""position"": ""2,2""}"
23192,MOVE,O,"{""position"": ""2,1""}"
23193,MOVE,X,"{""position"": ""1,1""}"
23194,MOVE,O,"{""position"": ""1,2""}"
23195,MOVE,X,"{""position"": ""0,1""}"
23196,MOVE,O,"{""position"": ""0,0""}"
23197,MOVE,X,"{""position"": ""2,0""}"
23198,MOVE,O,"{""position"": ""0,2""}"
23199,MOVE,X,"{""position"": ""1,0""}"
23200,GAME_END,system,"{""result"": ""draw""}"
23201,GAME_START,system,{}
23202,MOVE,X,"{""position"": ""2,1""}"
23203,MOVE,O,"{""position"": ""2,0""}"
23204,MOVE,X,"{""position"": ""1,2""}"
23205,MOVE,O,"{""position"": ""0,2""}"
23206,MOVE,X,"{""position"": ""2,2""}"
23207,MOVE,O,"{""position"": ""1,0""}"
23208,MOVE,X,"{""position"": ""0,1""}"
23209,MOVE,O,"{""position"": ""1,1""}"
23210,GAME_END,system,"{""result"": ""O""}"
23211,GAME_START,system,{}
23212,MOVE,X,"{""position"": ""1,1""}"
23213,MOVE,O,"{""position"": ""0,0""}"
23214,MOVE,X,"{""position"": ""2,0""}"
23215,MOVE,O,"{""position"": ""2,1""}"
23216,MOVE,X,"{""position"": ""1,2""}"
23217,MOVE,O,"{""position"": ""2,2""}"
23218,MOVE,X,"{""position"": ""0,1""}"
23219,MOVE,O,"{""position"": ""0,2""}"
23220,MOVE,X,"{""position"": ""1,0""}"
23221,GAME_END,system,"{""result"": ""X""}"
23222,GAME_START,system,{}
23223,MOVE,X,"{""position"": ""1,0""}"
23224,MOVE,O,"{""position"": ""2,0""}"
23225,MOVE,X,"{""position"": ""2,2""}"
23226,MOVE,O,"{""position"": ""0,2""}"
23227,MOVE,X,"{""position"": ""0,1""}"
23228,MOVE,O,"{""position"": ""0,0""}"
23229,MOVE,X,"{""position"": ""1,2""}"
23230,MOVE,O,"{""position"": ""1,1""}"
23231,GAME_END,system,"{""result"": ""O""}"
23232,GAME_START,system,{}
23233,MOVE,X,"{""position"": ""0,1""}"
23234,MOVE,O,"{""position"": ""2,2""}"
23235,MOVE,X,"{""position"": ""1,1""}"
23236,MOVE,O,"{""position"": ""1,0""}"
23237,MOVE,X,"{""position"": ""1,2""}"
23238,MOVE,O,"{""position"": ""0,0""}"
23239,MOVE,X,"{""position"": ""2,1""}"
23240,GAME_END,system,"{""result"": ""X""}"
23241,GAME_START,system,{}
23242,MOVE,X,"{""position"": ""2,2""}"
23243,MOVE,O,"{""position"": ""2,1""}"
23244,MOVE,X,"{""position"": ""1,2""}"
23245,MOVE,O,"{""position"": ""0,0""}"
23246,MOVE,X,"{""position"": ""0,1""}"
23247,MOVE,O,"{""position"": ""1,1""}"
23248,MOVE,X,"{""position"": ""2,0""}"
23249,MOVE,O,"{""position"": ""1,0""}"
23250,MOVE,X,"{""position"": ""0,2""}"
23251,GAME_END,system,"{""result"": ""X""}"
23252,GAME_START,system,{}
23253,MOVE,X,"{""position"": ""1,1""}"
23254,MOVE,O,"{""position"": ""0,2""}"
23255,MOVE,X,"{""position"": ""2,2""}"
23256,MOVE,O,"{""position"": ""1,2""}"
23257,MOVE,X,"{""position"": ""2,0""}"
23258,MOVE,O,"{""position"": ""1,0""}"
23259,MOVE,X,"{""position"": ""0,1""}"
23260,MOVE,O,"{""position"": ""2,1""}"
23261,MOVE,X,"{""position"": ""0,0""}"
23262,GAME_END,system,"{""result"": ""X""}"
23263,GAME_START,system,{}
23264,MOVE,X,"{""position"": ""2,0""}"
23265,MOVE,O,"{""position"": ""1,1""}"
23266,MOVE,X,"{""position"": ""0,1""}"
23267,MOVE,O,"{""position"": ""2,2""}"
23268,MOVE,X,"{""position"": ""0,0""}"
23269,MOVE,O,"{""position"": ""1,2""}"
23270,MOVE,X,"{""position"": ""0,2""}"
23271,GAME_END,system,"{""result"": ""X""}"
23272,GAME_START,system,{}
23273,MOVE,X,"{""position"": ""0,0""}"
23274,MOVE,O,"{""position"": ""1,2""}"
23275,MOVE,X,"{""position"": ""0,1""}"
23276,MOVE,O,"{""position"": ""2,1""}"
23277,MOVE,X,"{""position"": ""2,2""}"
23278,MOVE,O,"{""position"": ""1,0""}"
23279,MOVE,X,"{""position"": ""0,2""}"
23280,GAME_END,system,"{""result"": ""X""}"
23281,GAME_START,system,{}
23282,MOVE,X,"{""position"": ""2,1""}"
23283,MOVE,O,"{""position"": ""1,0""}"
23284,MOVE,X,"{""position"": ""0,2""}"
23285,MOVE,O,"{""position"": ""2,2""}"
23286,MOVE,X,"{""position"": ""0,0""}"
23287,MOVE,O,"{""position"": ""2,0""}"
23288,MOVE,X,"{""position"": ""0,1""}"
23289,GAME_END,system,"{""result"": ""X""}"
23290,GAME_START,system,{}
23291,MOVE,X,"{""position"": ""0,2""}"
23292,MOVE,O,"{""position"": ""0,0""}"
23293,MOVE,X,"{""position"": ""1,0""}"
23294,MOVE,O,"{""position"": ""1,2""}"
23295,MOVE,X,"{""position"": ""2,1""}"
23296,MOVE,O,"{""position"": ""2,2""}"
23297,MOVE,X,"{""position"": ""1,1""}"
23298,MOVE,O,"{""position"": ""0,1""}"
23299,MOVE,X,"{""position"": ""2,0""}"
23300,GAME_END,system,"{""result"": ""X""}"
23301,GAME_START,system,{}
23302,MOVE,X,"{""position"": ""2,0""}"
23303,MOVE,O,"{""position"": ""2,1""}"
23304,MOVE,X,"{""position"": ""1,1""}"
23305,MOVE,O,"{""position"": ""2,2""}"
23306,MOVE,X,"{""position"": ""0,1""}"
23307,MOVE,O,"{""position"": ""0,2""}"
23308,MOVE,X,"{""position"": ""0,0""}"
23309,MOVE,O,"{""position"": ""1,2""}"
23310,GAME_END,system,"{""result"": ""O""}"
23311,GAME_START,system,{}
23312,MOVE,X,"{""position"": ""1,2""}"
23313,MOVE,O,"{""position"": ""2,2""}"
23314,MOVE,X,"{""position"": ""2,1""}"
23315,MOVE,O,"{""position"": ""2,0""}"
23316,MOVE,X,"{""position"": ""0,1""}"
23317,MOVE,O,"{""position"": ""1,0""}"
23318,MOVE,X,"{""position"": ""0,2""}"
23319,MOVE,O,"{""position"": ""1,1""}"
23320,MOVE,X,"{""position"": ""0,0""}"
23321,GAME_END,system,"{""result"": ""X""}"
23322,GAME_START,system,{}
23323,MOVE,X,"{""position"": ""2,2""}"
23324,MOVE,O,"{""position"": ""1,2""}"
23325,MOVE,X,"{""position"": ""0,1""}"
23326,MOVE,O,"{""position"": ""1,0""}"
23327,MOVE,X,"{""position"": ""2,0""}"
23328,MOVE,O,"{""position"": ""0,2""}"
23329,MOVE,X,"{""position"": ""1,1""}"
23330,MOVE,O,"{""position"": ""0,0""}"
23331,MOVE,X,"{""position"": ""2,1""}"
23332,GAME_END,system,"{""result"": ""X""}"
23333,GAME_START,system,{}
23334,MOVE,X,"{""position"": ""2,2""}"
23335,MOVE,O,"{""position"": ""0,1""}"
23336,MOVE,X,"{""position"": ""1,0""}"
23337,MOVE,O,"{""position"": ""0,2""}"
23338,MOVE,X,"{""position"": ""2,1""}"
23339,MOVE,O,"{""position"": ""1,1""}"
23340,MOVE,X,"{""position"": ""0,0""}"
23341,MOVE,O,"{""position"": ""2,0""}"
23342,GAME_END,system,"{""result"": ""O""}"
23343,GAME_START,system,{}
23344,MOVE,X,"{""position"": ""0,0""}"
23345,MOVE,O,"{""position"": ""2,2""}"
23346,MOVE,X,"{""position"": ""0,1""}"
23347,MOVE,O,"{""position"": ""1,0""}"
23348,MOVE,X,"{""position"": ""2,1""}"
23349,MOVE,O,"{""position"": ""1,1""}"
23350,MOVE,X,"{""position"": ""0,2""}"
23351,GAME_END,system,"{""result"": ""X""}"
23352,GAME_START,system,{}
23353,MOVE,X,"{""position"": ""1,1""}"
23354,MOVE,O,"{""position"": ""2,0""}"
23355,MOVE,X,"{""position"": ""1,0""}"
23356,MOVE,O,"{""position"": ""0,2""}"
23357,MOVE,X,"{""position"": ""0,1""}"
23358,MOVE,O,"{""position"": ""2,2""}"
23359,MOVE,X,"{""position"": ""0,0""}"
23360,MOVE,O,"{""position"": ""1,2""}"
23361,GAME_END,system,"{""result"": ""O""}"
23362,GAME_START,system,{}
23363,MOVE,X,"{""position"": ""0,2""}"
23364,MOVE,O,"{""position"": ""1,0""}"
23365,MOVE,X,"{""position"": ""2,2""}"
23366,MOVE,O,"{""position"": ""1,1""}"
23367,MOVE,X,"{""position"": ""1,2""}"
23368,GAME_END,system,"{""result"": ""X""}"
23369,GAME_START,system,{}
23370,MOVE,X,"{""position"": ""0,2""}"
23371,MOVE,O,"{""position"": ""2,1""}"
23372,MOVE,X,"{""position"": ""1,2""}"
23373,MOVE,O,"{""position"": ""1,0""}"
23374,MOVE,X,"{""position"": ""1,1""}"
23375,MOVE,O,"{""position"": ""0,1""}"
23376,MOVE,X,"{""position"": ""0,0""}"
23377,MOVE,O,"{""position"": ""2,0""}"
23378,MOVE,X,"{""position"": ""2,2""}"
23379,GAME_END,system,"{""result"": ""X""}"
23380,GAME_START,system,{}
23381,MOVE,X,"{""position"": ""1,0""}"
23382,MOVE,O,"{""position"": ""2,2""}"
23383,MOVE,X,"{""position"": ""2,1""}"
23384,MOVE,O,"{""position"": ""0,2""}"
23385,MOVE,X,"{""position"": ""2,0""}"
23386,MOVE,O,"{""position"": ""1,1""}"
23387,MOVE,X,"{""position"": ""1,2""}"
23388,MOVE,O,"{""position"": ""0,0""}"
23389,GAME_END,system,"{""result"": ""O""}"
23390,GAME_START,system,{}
23391,MOVE,X,"{""position"": ""2,2""}"
23392,MOVE,O,"{""position"": ""2,0""}"
23393,MOVE,X,"{""position"": ""0,2""}"
23394,MOVE,O,"{""position"": ""0,0""}"
23395,MOVE,X,"{""position"": ""0,1""}"
23396,MOVE,O,"{""position"": ""1,0""}"
23397,GAME_END,system,"{""result"": ""O""}"
23398,GAME_START,system,{}
23399,MOVE,X,"{""position"": ""2,2""}"
23400,MOVE,O,"{""position"": ""2,0""}"
23401,MOVE,X,"{""position"": ""1,1""}"
23402,MOVE,O,"{""position"": ""0,0""}"
23403,MOVE,X,"{""position"": ""1,2""}"
23404,MOVE,O,"{""position"": ""1,0""}"
23405,GAME_END,system,"{""result"": ""O""}"
23406,GAME_START,system,{}
23407,MOVE,X,"{""position"": ""2,0""}"
23408,MOVE,O,"{""position"": ""0,1""}"
23409,MOVE,X,"{""position"": ""2,2""}"
23410,MOVE,O,"{""position"": ""1,0""}"
23411,MOVE,X,"{""position"": ""0,2""}"
23412,MOVE,O,"{""position"": ""2,1""}"
23413,MOVE,X,"{""position"": ""0,0""}"
23414,MOVE,O,"{""position"": ""1,1""}"
23415,GAME_END,system,"{""result"": ""O""}"
23416,GAME_START,system,{}
23417,MOVE,X,"{""position"": ""2,0""}"
23418,MOVE,O,"{""position"": ""1,1""}"
23419,MOVE,X,"{""position"": ""1,0""}"
23420,MOVE,O,"{""position"": ""2,2""}"
23421,MOVE,X,"{""position"": ""1,2""}"
23422,MOVE,O,"{""position"": ""0,0""}"
23423,GAME_END,system,"{""result"": ""O""}"
23424,GAME_START,system,{}
23425,MOVE,X,"{""position"": ""2,1""}"
23426,MOVE,O,"{""position"": ""1,2""}"
23427,MOVE,X,"{""position"": ""0,2""}"
23428,MOVE,O,"{""position"": ""1,0""}"
23429,MOVE,X,"{""position"": ""2,2""}"
23430,MOVE,O,"{""position"": ""0,0""}"
23431,MOVE,X,"{""position"": ""1,1""}"
23432,MOVE,O,"{""position"": ""0,1""}"
23433,MOVE,X,"{""position"": ""2,0""}"
23434,GAME_END,system,"{""result"": ""X""}"
23435,GAME_START,system,{}
23436,MOVE,X,"{""position"": ""2,1""}"
23437,MOVE,O,"{""position"": ""1,1""}"
23438,MOVE,X,"{""position"": ""0,2""}"
23439,MOVE,O,"{""position"": ""1,0""}"
23440,MOVE,X,"{""position"": ""2,2""}"
23441,MOVE,O,"{""position"": ""2,0""}"
23442,MOVE,X,"{""position"": ""1,2""}"
23443,GAME_END,system,"{""result"": ""X""}"
23444,GAME_START,system,{}
23445,MOVE,X,"{""position"": ""1,0""}"
23446,MOVE,O,"{""position"": ""0,2""}"
23447,MOVE,X,"{""position"": ""2,2""}"
23448,MOVE,O,"{""position"": ""0,0""}"
23449,MOVE,X,"{""position"": ""2,0""}"
23450,MOVE,O,"{""position"": ""1,1""}"
23451,MOVE,X,"{""position"": ""1,2""}"
23452,MOVE,O,"{""position"": ""2,1""}"
23453,MOVE,X,"{""position"": ""0,1""}"
23454,GAME_END,system,"{""result"": ""draw""}"
23455,GAME_START,system,{}
23456,MOVE,X,"{""position"": ""0,0""}"
23457,MOVE,O,"{""position"": ""1,1""}"
23458,MOVE,X,"{""position"": ""2,1""}"
23459,MOVE,O,"{""position"": ""1,2""}"
23460,MOVE,X,"{""position"": ""1,0""}"
23461,MOVE,O,"{""position"": ""0,2""}"
23462,MOVE,X,"{""position"": ""0,1""}"
23463,MOVE,O,"{""position"": ""2,0""}"
23464,GAME_END,system,"{""result"": ""O""}"
23465,GAME_START,system,{}
23466,MOVE,X,"{""position"": ""0,2""}"
23467,MOVE,O,"{""position"": ""2,2""}"
23468,MOVE,X,"{""position"": ""1,0""}"
23469,MOVE,O,"{""position"": ""2,0""}"
23470,MOVE,X,"{""position"": ""1,2""}"
23471,MOVE,O,"{""position"": ""2,1""}"
23472,GAME_END,system,"{""result"": ""O""}"
23473,GAME_START,system,{}
23474,MOVE,X,"{""position"": ""0,0""}"
23475,MOVE,O,"{""position"": ""2,2""}"
23476,MOVE,X,"{""position"": ""2,1""}"
23477,MOVE,O,"{""position"": ""1,0""}"
23478,MOVE,X,"{""position"": ""2,0""}"
23479,MOVE,O,"{""position"": ""1,2""}"
23480,MOVE,X,"{""position"": ""0,2""}"
23481,MOVE,O,"{""position"": ""1,1""}"
23482,GAME_END,system,"{""result"": ""O""}"
23483,GAME_START,system,{}
23484,MOVE,X,"{""position"": ""2,2""}"
23485,MOVE,O,"{""position"": ""1,2""}"
23486,MOVE,X,"{""position"": ""1,0""}"
23487,MOVE,O,"{""position"": ""0,1""}"
23488,MOVE,X,"{""position"": ""2,1""}"
23489,MOVE,O,"{""position"": ""1,1""}"
23490,MOVE,X,"{""position"": ""0,0""}"
23491,MOVE,O,"{""position"": ""0,2""}"
23492,MOVE,X,"{""position"": ""2,0""}"
23493,GAME_END,system,"{""result"": ""X""}"
23494,GAME_START,system,{}
23495,MOVE,X,"{""position"": ""0,2""}"
23496,MOVE,O,"{""position"": ""2,1""}"
23497,MOVE,X,"{""position"": ""1,1""}"
23498,MOVE,O,"{""position"": ""0,0""}"
23499,MOVE,X,"{""position"": ""2,0""}"
23500,GAME_END,system,"{""result"": ""X""}"
23501,GAME_START,system,{}
23502,MOVE,X,"{""position"": ""0,1""}"
23503,MOVE,O,"{""position"": ""2,2""}"
23504,MOVE,X,"{""position"": ""0,2""}"
23505,MOVE,O,"{""position"": ""1,0""}"
23506,MOVE,X,"{""position"": ""2,0""}"
23507,MOVE,O,"{""position"": ""2,1""}"
23508,MOVE,X,"{""position"": ""0,0""}"
23509,GAME_END,system,"{""result"": ""X""}"
23510,GAME_START,system,{}
23511,MOVE,X,"{""position"": ""0,2""}"
23512,MOVE,O,"{""position"": ""0,1""}"
23513,MOVE,X,"{""position"": ""1,0""}"
23514,MOVE,O,"{""position"": ""1,1""}"
23515,MOVE,X,"{""position"": ""0,0""}"
23516,MOVE,O,"{""position"": ""2,0""}"
23517,MOVE,X,"{""position"": ""1,2""}"
23518,MOVE,O,"{""position"": ""2,2""}"
23519,MOVE,X,"{""position"": ""2,1""}"
23520,GAME_END,system,"{""result"": ""draw""}"
23521,GAME_START,system,{}
23522,MOVE,X,"{""position"": ""1,1""}"
23523,MOVE,O,"{""position"": ""2,0""}"
23524,MOVE,X,"{""position"": ""2,2""}"
23525,MOVE,O,"{""position"": ""0,2""}"
23526,MOVE,X,"{""position"": ""1,0""}"
23527,MOVE,O,"{""position"": ""0,0""}"
23528,MOVE,X,"{""position"": ""1,2""}"
23529,GAME_END,system,"{""result"": ""X""}"
23530,GAME_START,system,{}
23531,MOVE,X,"{""position"": ""2,0""}"
23532,MOVE,O,"{""position"": ""2,2""}"
23533,MOVE,X,"{""position"": ""0,1""}"
23534,MOVE,O,"{""position"": ""1,1""}"
23535,MOVE,X,"{""position"": ""1,0""}"
23536,MOVE,O,"{""position"": ""0,0""}"
23537,GAME_END,system,"{""result"": ""O""}"
23538,GAME_START,system,{}
23539,MOVE,X,"{""position"": ""2,0""}"
23540,MOVE,O,"{""position"": ""1,1""}"
23541,MOVE,X,"{""position"": ""1,2""}"
23542,MOVE,O,"{""position"": ""0,2""}"
23543,MOVE,X,"{""position"": ""2,1""}"
23544,MOVE,O,"{""position"": ""0,0""}"
23545,MOVE,X,"{""position"": ""2,2""}"
23546,GAME_END,system,"{""result"": ""X""}"
23547,GAME_START,system,{}
23548,MOVE,X,"{""position"": ""2,0""}"
23549,MOVE,O,"{""position"": ""1,0""}"
23550,MOVE,X,"{""position"": ""1,1""}"
23551,MOVE,O,"{""position"": ""2,2""}"
23552,MOVE,X,"{""position"": ""1,2""}"
23553,MOVE,O,"{""position"": ""0,2""}"
23554,MOVE,X,"{""position"": ""2,1""}"
23555,MOVE,O,"{""position"": ""0,1""}"
23556,MOVE,X,"{""position"": ""0,0""}"
23557,GAME_END,system,"{""result"": ""draw""}"
23558,GAME_START,system,{}
23559,MOVE,X,"{""position"": ""0,2""}"
23560,MOVE,O,"{""position"": ""0,0""}"
23561,MOVE,X,"{""position"": ""2,1""}"
23562,MOVE,O,"{""position"": ""1,0""}"
23563,MOVE,X,"{""position"": ""2,2""}"
23564,MOVE,O,"{""position"": ""0,1""}"
23565,MOVE,X,"{""position"": ""1,2""}"
23566,GAME_END,system,"{""result"": ""X""}"
23567,GAME_START,system,{}
23568,MOVE,X,"{""position"": ""0,1""}"
23569,MOVE,O,"{""position"": ""2,0""}"
23570,MOVE,X,"{""position"": ""2,1""}"
23571,MOVE,O,"{""position"": ""1,0""}"
23572,MOVE,X,"{""position"": ""2,2""}"
23573,MOVE,O,"{""position"": ""1,1""}"
23574,MOVE,X,"{""position"": ""0,2""}"
23575,MOVE,O,"{""position"": ""0,0""}"
23576,GAME_END,system,"{""result"": ""O""}"
23577,GAME_START,system,{}
23578,MOVE,X,"{""position"": ""2,1""}"
23579,MOVE,O,"{""position"": ""1,0""}"
23580,MOVE,X,"{""position"": ""0,2""}"
23581,MOVE,O,"{""position"": ""1,1""}"
23582,MOVE,X,"{""position"": ""1,2""}"
23583,MOVE,O,"{""position"": ""2,2""}"
23584,MOVE,X,"{""position"": ""2,0""}"
23585,MOVE,O,"{""position"": ""0,0""}"
23586,GAME_END,system,"{""result"": ""O""}"
23587,GAME_START,system,{}
23588,MOVE,X,"{""position"": ""0,1""}"
23589,MOVE,O,"{""position"": ""1,1""}"
23590,MOVE,X,"{""position"": ""0,0""}"
23591,MOVE,O,"{""position"": ""0,2""}"
23592,MOVE,X,"{""position"": ""2,2""}"
23593,MOVE,O,"{""position"": ""1,0""}"
23594,MOVE,X,"{""position"": ""1,2""}"
23595,MOVE,O,"{""position"": ""2,0""}"
23596,GAME_END,system,"{""result"": ""O""}"
23597,GAME_START,system,{}
23598,MOVE,X,"{""position"": ""2,0""}"
23599,MOVE,O,"{""position"": ""2,1""}"
23600,MOVE,X,"{""position"": ""0,2""}"
23601,MOVE,O,"{""position"": ""1,2""}"
23602,MOVE,X,"{""position"": ""0,1""}"
23603,MOVE,O,"{""position"": ""0,0""}"
23604,MOVE,X,"{""position"": ""1,1""}"
23605,GAME_END,system,"{""result"": ""X""}"
23606,GAME_START,system,{}
23607,MOVE,X,"{""position"": ""1,0""}"
23608,MOVE,O,"{""position"": ""2,1""}"
23609,MOVE,X,"{""position"": ""0,0""}"
23610,MOVE,O,"{""position"": ""0,2""}"
23611,MOVE,X,"{""position"": ""1,1""}"
23612,MOVE,O,"{""position"": ""2,2""}"
23613,MOVE,X,"{""position"": ""1,2""}"
23614,GAME_END,system,"{""result"": ""X""}"
23615,GAME_START,system,{}
23616,MOVE,X,"{""position"": ""1,1""}"
23617,MOVE,O,"{""position"": ""1,2""}"
23618,MOVE,X,"{""position"": ""2,0""}"
23619,MOVE,O,"{""position"": ""0,1""}"
23620,MOVE,X,"{""position"": ""0,2""}"
23621,GAME_END,system,"{""result"": ""X""}"
23622,GAME_START,system,{}
23623,MOVE,X,"{""position"": ""0,0""}"
23624,MOVE,O,"{""position"": ""2,2""}"
23625,MOVE,X,"{""position"": ""0,2""}"
23626,MOVE,O,"{""position"": ""2,1""}"
23627,MOVE,X,"{""position"": ""0,1""}"
23628,GAME_END,system,"{""result"": ""X""}"
23629,GAME_START,system,{}
23630,MOVE,X,"{""position"": ""2,0""}"
23631,MOVE,O,"{""position"": ""2,1""}"
23632,MOVE,X,"{""position"": ""0,1""}"
23633,MOVE,O,"{""position"": ""1,0""}"
23634,MOVE,X,"{""position"": ""1,1""}"
23635,MOVE,O,"{""position"": ""1,2""}"
23636,MOVE,X,"{""position"": ""2,2""}"
23637,MOVE,O,"{""position"": ""0,0""}"
23638,MOVE,X,"{""position"": ""0,2""}"
23639,GAME_END,system,"{""result"": ""X""}"
23640,GAME_START,system,{}
23641,MOVE,X,"{""position"": ""1,2""}"
23642,MOVE,O,"{""position"": ""0,0""}"
23643,MOVE,X,"{""position"": ""0,2""}"
23644,MOVE,O,"{""position"": ""0,1""}"
23645,MOVE,X,"{""position"": ""2,0""}"
23646,MOVE,O,"{""position"": ""1,0""}"
23647,MOVE,X,"{""position"": ""2,2""}"
23648,GAME_END,system,"{""result"": ""X""}"
23649,GAME_START,system,{}
23650,MOVE,X,"{""position"": ""1,0""}"
23651,MOVE,O,"{""position"": ""0,1""}"
23652,MOVE,X,"{""position"": ""0,2""}"
23653,MOVE,O,"{""position"": ""1,2""}"
23654,MOVE,X,"{""position"": ""2,0""}"
23655,MOVE,O,"{""position"": ""2,1""}"
23656,MOVE,X,"{""position"": ""1,1""}"
23657,GAME_END,system,"{""result"": ""X""}"
23658,GAME_START,system,{}
23659,MOVE,X,"{""position"": ""0,0""}"
23660,MOVE,O,"{""position"": ""0,2""}"
23661,MOVE,X,"{""position"": ""2,1""}"
23662,MOVE,O,"{""position"": ""0,1""}"
23663,MOVE,X,"{""position"": ""2,0""}"
23664,MOVE,O,"{""position"": ""1,0""}"
23665,MOVE,X,"{""position"": ""2,2""}"
23666,GAME_END,system,"{""result"": ""X""}"
23667,GAME_START,system,{}
23668,MOVE,X,"{""position"": ""0,2""}"
23669,MOVE,O,"{""position"": ""2,0""}"
23670,MOVE,X,"{""position"": ""0,1""}"
23671,MOVE,O,"{""position"": ""1,1""}"
23672,MOVE,X,"{""position"": ""2,2""}"
23673,MOVE,O,"{""position"": ""1,2""}"
23674,MOVE,X,"{""position"": ""0,0""}"
23675,GAME_END,system,"{""result"": ""X""}"
23676,GAME_START,system,{}
23677,MOVE,X,"{""position"": ""2,0""}"
23678,MOVE,O,"{""position"": ""1,1""}"
23679,MOVE,X,"{""position"": ""2,2""}"
23680,MOVE,O,"{""position"": ""0,2""}"
23681,MOVE,X,"{""position"": ""1,0""}"
23682,MOVE,O,"{""position"": ""1,2""}"
23683,MOVE,X,"{""position"": ""0,0""}"
23684,GAME_END,system,"{""result"": ""X""}"
23685,GAME_START,system,{}
23686,MOVE,X,"{""position"": ""2,2""}"
23687,MOVE,O,"{""position"": ""0,2""}"
23688,MOVE,X,"{""position"": ""2,0""}"
23689,MOVE,O,"{""position"": ""1,2""}"
23690,MOVE,X,"{""position"": ""0,0""}"
23691,MOVE,O,"{""position"": ""1,1""}"
23692,MOVE,X,"{""position"": ""1,0""}"
23693,GAME_END,system,"{""result"": ""X""}"
23694,GAME_START,system,{}
23695,MOVE,X,"{""position"": ""2,1""}"
23696,MOVE,O,"{""position"": ""1,1""}"
23697,MOVE,X,"{""position"": ""2,0""}"
23698,MOVE,O,"{""position"": ""0,1""}"
23699,MOVE,X,"{""position"": ""2,2""}"
23700,GAME_END,system,"{""result"": ""X""}"
23701,GAME_START,system,{}
23702,MOVE,X,"{""position"": ""1,0""}"
23703,MOVE,O,"{""position"": ""0,2""}"
23704,MOVE,X,"{""position"": ""2,2""}"
23705,MOVE,O,"{""position"": ""2,1""}"
23706,MOVE,X,"{""position"": ""1,2""}"
23707,MOVE,O,"{""position"": ""1,1""}"
23708,MOVE,X,"{""position"": ""2,0""}"
23709,MOVE,O,"{""position"": ""0,0""}"
23710,MOVE,X,"{""position"": ""0,1""}"
23711,GAME_END,system,"{""result"": ""draw""}"
23712,GAME_START,system,{}
23713,MOVE,X,"{""position"": ""1,0""}"
23714,MOVE,O,"{""position"": ""0,2""}"
23715,MOVE,X,"{""position"": ""2,2""}"
23716,MOVE,O,"{""position"": ""2,0""}"
23717,MOVE,X,"{""position"": ""0,0""}"
23718,MOVE,O,"{""position"": ""2,1""}"
23719,MOVE,X,"{""position"": ""1,1""}"
23720,GAME_END,system,"{""result"": ""X""}"
23721,GAME_START,system,{}
23722,MOVE,X,"{""position"": ""1,0""}"
23723,MOVE,O,"{""position"": ""2,2""}"
23724,MOVE,X,"{""position"": ""2,1""}"
23725,MOVE,O,"{""position"": ""0,2""}"
23726,MOVE,X,"{""position"": ""0,0""}"
23727,MOVE,O,"{""position"": ""1,1""}"
23728,MOVE,X,"{""position"": ""1,2""}"
23729,MOVE,O,"{""position"": ""0,1""}"
23730,MOVE,X,"{""position"": ""2,0""}"
23731,GAME_END,system,"{""result"": ""X""}"
23732,GAME_START,system,{}
23733,MOVE,X,"{""position"": ""2,2""}"
23734,MOVE,O,"{""position"": ""2,0""}"
23735,MOVE,X,"{""position"": ""0,2""}"
23736,MOVE,O,"{""position"": ""1,2""}"
23737,MOVE,X,"{""position"": ""2,1""}"
23738,MOVE,O,"{""position"": ""1,0""}"
23739,MOVE,X,"{""position"": ""0,1""}"
23740,MOVE,O,"{""position"": ""1,1""}"
23741,GAME_END,system,"{""result"": ""O""}"
23742,GAME_START,system,{}
23743,MOVE,X,"{""position"": ""2,0""}"
23744,MOVE,O,"{""position"": ""0,2""}"
23745,MOVE,X,"{""position"": ""1,2""}"
23746,MOVE,O,"{""position"": ""1,1""}"
23747,MOVE,X,"{""position"": ""0,0""}"
23748,MOVE,O,"{""position"": ""1,0""}"
23749,MOVE,X,"{""position"": ""2,1""}"
23750,MOVE,O,"{""position"": ""2,2""}"
23751,MOVE,X,"{""position"": ""0,1""}"
23752,GAME_END,system,"{""result"": ""draw""}"
23753,GAME_START,system,{}
23754,MOVE,X,"{""position"": ""1,1""}"
23755,MOVE,O,"{""position"": ""1,0""}"
23756,MOVE,X,"{""position"": ""2,0""}"
23757,MOVE,O,"{""position"": ""0,2""}"
23758,MOVE,X,"{""position"": ""1,2""}"
23759,MOVE,O,"{""position"": ""0,0""}"
23760,MOVE,X,"{""position"": ""2,1""}"
23761,MOVE,O,"{""position"": ""2,2""}"
23762,MOVE,X,"{""position"": ""0,1""}"
23763,GAME_END,system,"{""result"": ""X""}"
