cycle,event_type,agent_id,context
1418,GAME_START,system,{}
1419,MOVE,X,"{""position"": ""1,0"", ""board"": ""---X-----""}"
1420,MOVE,O,"{""position"": ""2,0"", ""board"": ""---X--O--""}"
1421,MOVE,X,"{""position"": ""2,2"", ""board"": ""---X--O-X""}"
1422,MOVE,O,"{""position"": ""0,0"", ""board"": ""O--X--O-X""}"
1423,MOVE,X,"{""position"": ""0,1"", ""board"": ""OX-X--O-X""}"
1424,MOVE,O,"{""position"": ""1,1"", ""board"": ""OX-XO-O-X""}"
1425,MOVE,X,"{""position"": ""1,2"", ""board"": ""OX-XOXO-X""}"
1426,MOVE,O,"{""position"": ""2,1"", ""board"": ""OX-XOXOOX""}"
1427,MOVE,X,"{""position"": ""0,2"", ""board"": ""OXXXOXOOX""}"
1428,GAME_END,system,"{""result"": ""X"", ""final_board"": ""OXXXOXOOX""}"
1429,GAME_START,system,{}
1430,MOVE,X,"{""position"": ""2,1"", ""board"": ""-------X-""}"
1431,MOVE,O,"{""position"": ""2,0"", ""board"": ""------OX-""}"
1432,MOVE,X,"{""position"": ""1,1"", ""board"": ""----X-OX-""}"
1433,MOVE,O,"{""position"": ""2,2"", ""board"": ""----X-OXO""}"
1434,MOVE,X,"{""position"": ""1,2"", ""board"": ""----XXOXO""}"
1435,MOVE,O,"{""position"": ""0,0"", ""board"": ""O---XXOXO""}"
1436,MOVE,X,"{""position"": ""0,1"", ""board"": ""OX--XXOXO""}"
1437,GAME_END,system,"{""result"": ""X"", ""final_board"": ""OX--XXOXO""}"
1438,GAME_START,system,{}
1439,MOVE,X,"{""position"": ""0,0"", ""board"": ""X--------""}"
1440,MOVE,O,"{""position"": ""1,0"", ""board"": ""X--O-----""}"
1441,MOVE,X,"{""position"": ""2,1"", ""board"": ""X--O---X-""}"
1442,MOVE,O,"{""position"": ""0,2"", ""board"": ""X-OO---X-""}"
1443,MOVE,X,"{""position"": ""1,1"", ""board"": ""X-OOX--X-""}"
1444,MOVE,O,"{""position"": ""2,2"", ""board"": ""X-OOX--XO""}"
1445,MOVE,X,"{""position"": ""1,2"", ""board"": ""X-OOXX-XO""}"
1446,MOVE,O,"{""position"": ""2,0"", ""board"": ""X-OOXXOXO""}"
1447,MOVE,X,"{""position"": ""0,1"", ""board"": ""XXOOXXOXO""}"
1448,GAME_END,system,"{""result"": ""X"", ""final_board"": ""XXOOXXOXO""}"
1449,GAME_START,system,{}
1450,MOVE,X,"{""position"": ""2,2"", ""board"": ""--------X""}"
1451,MOVE,O,"{""position"": ""1,0"", ""board"": ""---O----X""}"
1452,MOVE,X,"{""position"": ""2,0"", ""board"": ""---O--X-X""}"
1453,MOVE,O,"{""position"": ""2,1"", ""board"": ""---O--XOX""}"
1454,MOVE,X,"{""position"": ""0,1"", ""board"": ""-X-O--XOX""}"
1455,MOVE,O,"{""position"": ""1,2"", ""board"": ""-X-O-OXOX""}"
1456,MOVE,X,"{""position"": ""0,0"", ""board"": ""XX-O-OXOX""}"
1457,MOVE,O,"{""position"": ""0,2"", ""board"": ""XXOO-OXOX""}"
1458,MOVE,X,"{""position"": ""1,1"", ""board"": ""XXOOXOXOX""}"
1459,GAME_END,system,"{""result"": ""X"", ""final_board"": ""XXOOXOXOX""}"
1460,GAME_START,system,{}
1461,MOVE,X,"{""position"": ""2,0"", ""board"": ""------X--""}"
1462,MOVE,O,"{""position"": ""0,0"", ""board"": ""O-----X--""}"
1463,MOVE,X,"{""position"": ""1,0"", ""board"": ""O--X--X--""}"
1464,MOVE,O,"{""position"": ""2,1"", ""board"": ""O--X--XO-""}"
1465,MOVE,X,"{""position"": ""1,1"", ""board"": ""O--XX-XO-""}"
1466,MOVE,O,"{""position"": ""1,2"", ""board"": ""O--XXOXO-""}"
1467,MOVE,X,"{""position"": ""0,1"", ""board"": ""OX-XXOXO-""}"
1468,MOVE,O,"{""position"": ""0,2"", ""board"": ""OXOXXOXO-""}"
1469,MOVE,X,"{""position"": ""2,2"", ""board"": ""OXOXXOXOX""}"
1470,GAME_END,system,"{""result"": ""draw"", ""final_board"": ""OXOXXOXOX""}"
1471,GAME_START,system,{}
1472,MOVE,X,"{""position"": ""0,1"", ""board"": ""-X-------""}"
1473,MOVE,O,"{""position"": ""2,1"", ""board"": ""-X-----O-""}"
1474,MOVE,X,"{""position"": ""2,2"", ""board"": ""-X-----OX""}"
1475,MOVE,O,"{""position"": ""2,0"", ""board"": ""-X----OOX""}"
1476,MOVE,X,"{""position"": ""0,0"", ""board"": ""XX----OOX""}"
1477,MOVE,O,"{""position"": ""1,1"", ""board"": ""XX--O-OOX""}"
1478,MOVE,X,"{""position"": ""1,2"", ""board"": ""XX--OXOOX""}"
1479,MOVE,O,"{""position"": ""0,2"", ""board"": ""XXO-OXOOX""}"
1480,GAME_END,system,"{""result"": ""O"", ""final_board"": ""XXO-OXOOX""}"
1481,GAME_START,system,{}
1482,MOVE,X,"{""position"": ""1,2"", ""board"": ""-----X---""}"
1483,MOVE,O,"{""position"": ""1,0"", ""board"": ""---O-X---""}"
1484,MOVE,X,"{""position"": ""0,0"", ""board"": ""X--O-X---""}"
1485,MOVE,O,"{""position"": ""2,1"", ""board"": ""X--O-X-O-""}"
1486,MOVE,X,"{""position"": ""0,1"", ""board"": ""XX-O-X-O-""}"
1487,MOVE,O,"{""position"": ""2,0"", ""board"": ""XX-O-XOO-""}"
1488,MOVE,X,"{""position"": ""1,1"", ""board"": ""XX-OXXOO-""}"
1489,MOVE,O,"{""position"": ""2,2"", ""board"": ""XX-OXXOOO""}"
1490,GAME_END,system,"{""result"": ""O"", ""final_board"": ""XX-OXXOOO""}"
1491,GAME_START,system,{}
1492,MOVE,X,"{""position"": ""2,2"", ""board"": ""--------X""}"
1493,MOVE,O,"{""position"": ""2,0"", ""board"": ""------O-X""}"
1494,MOVE,X,"{""position"": ""0,0"", ""board"": ""X-----O-X""}"
1495,MOVE,O,"{""position"": ""1,0"", ""board"": ""X--O--O-X""}"
1496,MOVE,X,"{""position"": ""2,1"", ""board"": ""X--O--OXX""}"
1497,MOVE,O,"{""position"": ""0,2"", ""board"": ""X-OO--OXX""}"
1498,MOVE,X,"{""position"": ""0,1"", ""board"": ""XXOO--OXX""}"
1499,MOVE,O,"{""position"": ""1,1"", ""board"": ""XXOOO-OXX""}"
1500,GAME_END,system,"{""result"": ""O"", ""final_board"": ""XXOOO-OXX""}"
1501,GAME_START,system,{}
1502,MOVE,X,"{""position"": ""0,2"", ""board"": ""--X------""}"
1503,MOVE,O,"{""position"": ""2,1"", ""board"": ""--X----O-""}"
1504,MOVE,X,"{""position"": ""1,2"", ""board"": ""--X--X-O-""}"
1505,MOVE,O,"{""position"": ""0,0"", ""board"": ""O-X--X-O-""}"
1506,MOVE,X,"{""position"": ""2,2"", ""board"": ""O-X--X-OX""}"
1507,GAME_END,system,"{""result"": ""X"", ""final_board"": ""O-X--X-OX""}"
1508,GAME_START,system,{}
1509,MOVE,X,"{""position"": ""0,1"", ""board"": ""-X-------""}"
1510,MOVE,O,"{""position"": ""1,2"", ""board"": ""-X---O---""}"
1511,MOVE,X,"{""position"": ""1,1"", ""board"": ""-X--XO---""}"
1512,MOVE,O,"{""position"": ""0,0"", ""board"": ""OX--XO---""}"
1513,MOVE,X,"{""position"": ""2,2"", ""board"": ""OX--XO--X""}"
1514,MOVE,O,"{""position"": ""1,0"", ""board"": ""OX-OXO--X""}"
1515,MOVE,X,"{""position"": ""0,2"", ""board"": ""OXXOXO--X""}"
1516,MOVE,O,"{""position"": ""2,1"", ""board"": ""OXXOXO-OX""}"
1517,MOVE,X,"{""position"": ""2,0"", ""board"": ""OXXOXOXOX""}"
1518,GAME_END,system,"{""result"": ""X"", ""final_board"": ""OXXOXOXOX""}"
1519,GAME_START,system,{}
1520,MOVE,X,"{""position"": ""2,0"", ""board"": ""------X--""}"
1521,MOVE,O,"{""position"": ""2,2"", ""board"": ""------X-O""}"
1522,MOVE,X,"{""position"": ""1,2"", ""board"": ""-----XX-O""}"
1523,MOVE,O,"{""position"": ""2,1"", ""board"": ""-----XXOO""}"
1524,MOVE,X,"{""position"": ""1,0"", ""board"": ""---X-XXOO""}"
1525,MOVE,O,"{""position"": ""0,2"", ""board"": ""--OX-XXOO""}"
1526,MOVE,X,"{""position"": ""0,0"", ""board"": ""X-OX-XXOO""}"
1527,GAME_END,system,"{""result"": ""X"", ""final_board"": ""X-OX-XXOO""}"
1528,GAME_START,system,{}
1529,MOVE,X,"{""position"": ""2,0"", ""board"": ""------X--""}"
1530,MOVE,O,"{""position"": ""0,1"", ""board"": ""-O----X--""}"
1531,MOVE,X,"{""position"": ""1,1"", ""board"": ""-O--X-X--""}"
1532,MOVE,O,"{""position"": ""2,1"", ""board"": ""-O--X-XO-""}"
1533,MOVE,X,"{""position"": ""1,2"", ""board"": ""-O--XXXO-""}"
1534,MOVE,O,"{""position"": ""0,0"", ""board"": ""OO--XXXO-""}"
1535,MOVE,X,"{""position"": ""1,0"", ""board"": ""OO-XXXXO-""}"
1536,GAME_END,system,"{""result"": ""X"", ""final_board"": ""OO-XXXXO-""}"
1537,GAME_START,system,{}
1538,MOVE,X,"{""position"": ""0,0"", ""board"": ""X--------""}"
1539,MOVE,O,"{""position"": ""2,2"", ""board"": ""X-------O""}"
1540,MOVE,X,"{""position"": ""2,1"", ""board"": ""X------XO""}"
1541,MOVE,O,"{""position"": ""1,0"", ""board"": ""X--O---XO""}"
1542,MOVE,X,"{""position"": ""2,0"", ""board"": ""X--O--XXO""}"
1543,MOVE,O,"{""position"": ""1,2"", ""board"": ""X--O-OXXO""}"
1544,MOVE,X,"{""position"": ""1,1"", ""board"": ""X--OXOXXO""}"
1545,MOVE,O,"{""position"": ""0,1"", ""board"": ""XO-OXOXXO""}"
1546,MOVE,X,"{""position"": ""0,2"", ""board"": ""XOXOXOXXO""}"
1547,GAME_END,system,"{""result"": ""X"", ""final_board"": ""XOXOXOXXO""}"
1548,GAME_START,system,{}
1549,MOVE,X,"{""position"": ""0,1"", ""board"": ""-X-------""}"
1550,MOVE,O,"{""position"": ""1,0"", ""board"": ""-X-O-----""}"
1551,MOVE,X,"{""position"": ""2,1"", ""board"": ""-X-O---X-""}"
1552,MOVE,O,"{""position"": ""2,0"", ""board"": ""-X-O--OX-""}"
1553,MOVE,X,"{""position"": ""1,2"", ""board"": ""-X-O-XOX-""}"
1554,MOVE,O,"{""position"": ""0,0"", ""board"": ""OX-O-XOX-""}"
1555,GAME_END,system,"{""result"": ""O"", ""final_board"": ""OX-O-XOX-""}"
1556,GAME_START,system,{}
1557,MOVE,X,"{""position"": ""1,1"", ""board"": ""----X----""}"
1558,MOVE,O,"{""position"": ""0,0"", ""board"": ""O---X----""}"
1559,MOVE,X,"{""position"": ""2,1"", ""board"": ""O---X--X-""}"
1560,MOVE,O,"{""position"": ""1,2"", ""board"": ""O---XO-X-""}"
1561,MOVE,X,"{""position"": ""0,1"", ""board"": ""OX--XO-X-""}"
1562,GAME_END,system,"{""result"": ""X"", ""final_board"": ""OX--XO-X-""}"
1563,GAME_START,system,{}
1564,MOVE,X,"{""position"": ""1,1"", ""board"": ""----X----""}"
1565,MOVE,O,"{""position"": ""0,2"", ""board"": ""--O-X----""}"
1566,MOVE,X,"{""position"": ""2,1"", ""board"": ""--O-X--X-""}"
1567,MOVE,O,"{""position"": ""0,0"", ""board"": ""O-O-X--X-""}"
1568,MOVE,X,"{""position"": ""1,2"", ""board"": ""O-O-XX-X-""}"
1569,MOVE,O,"{""position"": ""1,0"", ""board"": ""O-OOXX-X-""}"
1570,MOVE,X,"{""position"": ""0,1"", ""board"": ""OXOOXX-X-""}"
1571,GAME_END,system,"{""result"": ""X"", ""final_board"": ""OXOOXX-X-""}"
1572,GAME_START,system,{}
1573,MOVE,X,"{""position"": ""1,0"", ""board"": ""---X-----""}"
1574,MOVE,O,"{""position"": ""0,2"", ""board"": ""--OX-----""}"
1575,MOVE,X,"{""position"": ""0,0"", ""board"": ""X-OX-----""}"
1576,MOVE,O,"{""position"": ""2,2"", ""board"": ""X-OX----O""}"
1577,MOVE,X,"{""position"": ""1,2"", ""board"": ""X-OX-X--O""}"
1578,MOVE,O,"{""position"": ""2,0"", ""board"": ""X-OX-XO-O""}"
1579,MOVE,X,"{""position"": ""1,1"", ""board"": ""X-OXXXO-O""}"
1580,GAME_END,system,"{""result"": ""X"", ""final_board"": ""X-OXXXO-O""}"
1581,GAME_START,system,{}
1582,MOVE,X,"{""position"": ""2,0"", ""board"": ""------X--""}"
1583,MOVE,O,"{""position"": ""1,1"", ""board"": ""----O-X--""}"
1584,MOVE,X,"{""position"": ""0,0"", ""board"": ""X---O-X--""}"
1585,MOVE,O,"{""position"": ""1,2"", ""board"": ""X---OOX--""}"
1586,MOVE,X,"{""position"": ""2,1"", ""board"": ""X---OOXX-""}"
1587,MOVE,O,"{""position"": ""0,1"", ""board"": ""XO--OOXX-""}"
1588,MOVE,X,"{""position"": ""1,0"", ""board"": ""XO-XOOXX-""}"
1589,GAME_END,system,"{""result"": ""X"", ""final_board"": ""XO-XOOXX-""}"
1590,GAME_START,system,{}
1591,MOVE,X,"{""position"": ""1,2"", ""board"": ""-----X---""}"
1592,MOVE,O,"{""position"": ""0,2"", ""board"": ""--O--X---""}"
1593,MOVE,X,"{""position"": ""1,1"", ""board"": ""--O-XX---""}"
1594,MOVE,O,"{""position"": ""2,0"", ""board"": ""--O-XXO--""}"
1595,MOVE,X,"{""position"": ""2,1"", ""board"": ""--O-XXOX-""}"
1596,MOVE,O,"{""position"": ""2,2"", ""board"": ""--O-XXOXO""}"
1597,MOVE,X,"{""position"": ""1,0"", ""board"": ""--OXXXOXO""}"
1598,GAME_END,system,"{""result"": ""X"", ""final_board"": ""--OXXXOXO""}"
1599,GAME_START,system,{}
1600,MOVE,X,"{""position"": ""1,2"", ""board"": ""-----X---""}"
1601,MOVE,O,"{""position"": ""0,1"", ""board"": ""-O---X---""}"
1602,MOVE,X,"{""position"": ""2,0"", ""board"": ""-O---XX--""}"
1603,MOVE,O,"{""position"": ""1,1"", ""board"": ""-O--OXX--""}"
1604,MOVE,X,"{""position"": ""2,1"", ""board"": ""-O--OXXX-""}"
1605,MOVE,O,"{""position"": ""2,2"", ""board"": ""-O--OXXXO""}"
1606,MOVE,X,"{""position"": ""1,0"", ""board"": ""-O-XOXXXO""}"
1607,MOVE,O,"{""position"": ""0,2"", ""board"": ""-OOXOXXXO""}"
1608,MOVE,X,"{""position"": ""0,0"", ""board"": ""XOOXOXXXO""}"
1609,GAME_END,system,"{""result"": ""X"", ""final_board"": ""XOOXOXXXO""}"
1610,GAME_START,system,{}
1611,MOVE,X,"{""position"": ""0,0"", ""board"": ""X--------""}"
1612,MOVE,O,"{""position"": ""2,1"", ""board"": ""X------O-""}"
1613,MOVE,X,"{""position"": ""1,0"", ""board"": ""X--X---O-""}"
1614,MOVE,O,"{""position"": ""0,2"", ""board"": ""X-OX---O-""}"
1615,MOVE,X,"{""position"": ""2,2"", ""board"": ""X-OX---OX""}"
1616,MOVE,O,"{""position"": ""0,1"", ""board"": ""XOOX---OX""}"
1617,MOVE,X,"{""position"": ""1,1"", ""board"": ""XOOXX--OX""}"
1618,GAME_END,system,"{""result"": ""X"", ""final_board"": ""XOOXX--OX""}"
1619,GAME_START,system,{}
1620,MOVE,X,"{""position"": ""1,0"", ""board"": ""---X-----""}"
1621,MOVE,O,"{""position"": ""2,1"", ""board"": ""---X---O-""}"
1622,MOVE,X,"{""position"": ""2,0"", ""board"": ""---X--XO-""}"
1623,MOVE,O,"{""position"": ""0,0"", ""board"": ""O--X--XO-""}"
1624,MOVE,X,"{""position"": ""1,1"", ""board"": ""O--XX-XO-""}"
1625,MOVE,O,"{""position"": ""0,1"", ""board"": ""OO-XX-XO-""}"
1626,MOVE,X,"{""position"": ""2,2"", ""board"": ""OO-XX-XOX""}"
1627,MOVE,O,"{""position"": ""1,2"", ""board"": ""OO-XXOXOX""}"
1628,MOVE,X,"{""position"": ""0,2"", ""board"": ""OOXXXOXOX""}"
1629,GAME_END,system,"{""result"": ""X"", ""final_board"": ""OOXXXOXOX""}"
1630,GAME_START,system,{}
1631,MOVE,X,"{""position"": ""0,1"", ""board"": ""-X-------""}"
1632,MOVE,O,"{""position"": ""2,1"", ""board"": ""-X-----O-""}"
1633,MOVE,X,"{""position"": ""1,0"", ""board"": ""-X-X---O-""}"
1634,MOVE,O,"{""position"": ""1,1"", ""board"": ""-X-XO--O-""}"
1635,MOVE,X,"{""position"": ""0,2"", ""board"": ""-XXXO--O-""}"
1636,MOVE,O,"{""position"": ""2,2"", ""board"": ""-XXXO--OO""}"
1637,MOVE,X,"{""position"": ""2,0"", ""board"": ""-XXXO-XOO""}"
1638,MOVE,O,"{""position"": ""0,0"", ""board"": ""OXXXO-XOO""}"
1639,GAME_END,system,"{""result"": ""O"", ""final_board"": ""OXXXO-XOO""}"
1640,GAME_START,system,{}
1641,MOVE,X,"{""position"": ""1,1"", ""board"": ""----X----""}"
1642,MOVE,O,"{""position"": ""1,0"", ""board"": ""---OX----""}"
1643,MOVE,X,"{""position"": ""2,0"", ""board"": ""---OX-X--""}"
1644,MOVE,O,"{""position"": ""0,2"", ""board"": ""--OOX-X--""}"
1645,MOVE,X,"{""position"": ""0,1"", ""board"": ""-XOOX-X--""}"
1646,MOVE,O,"{""position"": ""2,2"", ""board"": ""-XOOX-X-O""}"
1647,MOVE,X,"{""position"": ""2,1"", ""board"": ""-XOOX-XXO""}"
1648,GAME_END,system,"{""result"": ""X"", ""final_board"": ""-XOOX-XXO""}"
1649,GAME_START,system,{}
1650,MOVE,X,"{""position"": ""2,0"", ""board"": ""------X--""}"
1651,MOVE,O,"{""position"": ""1,1"", ""board"": ""----O-X--""}"
1652,MOVE,X,"{""position"": ""0,0"", ""board"": ""X---O-X--""}"
1653,MOVE,O,"{""position"": ""2,2"", ""board"": ""X---O-X-O""}"
1654,MOVE,X,"{""position"": ""1,0"", ""board"": ""X--XO-X-O""}"
1655,GAME_END,system,"{""result"": ""X"", ""final_board"": ""X--XO-X-O""}"
1656,GAME_START,system,{}
1657,MOVE,X,"{""position"": ""0,0"", ""board"": ""X--------""}"
1658,MOVE,O,"{""position"": ""2,2"", ""board"": ""X-------O""}"
1659,MOVE,X,"{""position"": ""0,2"", ""board"": ""X-X-----O""}"
1660,MOVE,O,"{""position"": ""2,0"", ""board"": ""X-X---O-O""}"
1661,MOVE,X,"{""position"": ""0,1"", ""board"": ""XXX---O-O""}"
1662,GAME_END,system,"{""result"": ""X"", ""final_board"": ""XXX---O-O""}"
1663,GAME_START,system,{}
1664,MOVE,X,"{""position"": ""0,1"", ""board"": ""-X-------""}"
1665,MOVE,O,"{""position"": ""2,1"", ""board"": ""-X-----O-""}"
1666,MOVE,X,"{""position"": ""0,0"", ""board"": ""XX-----O-""}"
1667,MOVE,O,"{""position"": ""1,2"", ""board"": ""XX---O-O-""}"
1668,MOVE,X,"{""position"": ""2,2"", ""board"": ""XX---O-OX""}"
1669,MOVE,O,"{""position"": ""1,1"", ""board"": ""XX--OO-OX""}"
1670,MOVE,X,"{""position"": ""1,0"", ""board"": ""XX-XOO-OX""}"
1671,MOVE,O,"{""position"": ""2,0"", ""board"": ""XX-XOOOOX""}"
1672,MOVE,X,"{""position"": ""0,2"", ""board"": ""XXXXOOOOX""}"
1673,GAME_END,system,"{""result"": ""X"", ""final_board"": ""XXXXOOOOX""}"
1674,GAME_START,system,{}
1675,MOVE,X,"{""position"": ""2,2"", ""board"": ""--------X""}"
1676,MOVE,O,"{""position"": ""0,0"", ""board"": ""O-------X""}"
1677,MOVE,X,"{""position"": ""0,1"", ""board"": ""OX------X""}"
1678,MOVE,O,"{""position"": ""1,1"", ""board"": ""OX--O---X""}"
1679,MOVE,X,"{""position"": ""0,2"", ""board"": ""OXX-O---X""}"
1680,MOVE,O,"{""position"": ""1,2"", ""board"": ""OXX-OO--X""}"
1681,MOVE,X,"{""position"": ""1,0"", ""board"": ""OXXXOO--X""}"
1682,MOVE,O,"{""position"": ""2,0"", ""board"": ""OXXXOOO-X""}"
1683,MOVE,X,"{""position"": ""2,1"", ""board"": ""OXXXOOOXX""}"
1684,GAME_END,system,"{""result"": ""draw"", ""final_board"": ""OXXXOOOXX""}"
1685,GAME_START,system,{}
1686,MOVE,X,"{""position"": ""1,0"", ""board"": ""---X-----""}"
1687,MOVE,O,"{""position"": ""2,0"", ""board"": ""---X--O--""}"
1688,MOVE,X,"{""position"": ""2,1"", ""board"": ""---X--OX-""}"
1689,MOVE,O,"{""position"": ""0,1"", ""board"": ""-O-X--OX-""}"
1690,MOVE,X,"{""position"": ""1,2"", ""board"": ""-O-X-XOX-""}"
1691,MOVE,O,"{""position"": ""2,2"", ""board"": ""-O-X-XOXO""}"
1692,MOVE,X,"{""position"": ""1,1"", ""board"": ""-O-XXXOXO""}"
1693,GAME_END,system,"{""result"": ""X"", ""final_board"": ""-O-XXXOXO""}"
1694,GAME_START,system,{}
1695,MOVE,X,"{""position"": ""0,0"", ""board"": ""X--------""}"
1696,MOVE,O,"{""position"": ""2,1"", ""board"": ""X------O-""}"
1697,MOVE,X,"{""position"": ""0,1"", ""board"": ""XX-----O-""}"
1698,MOVE,O,"{""position"": ""0,2"", ""board"": ""XXO----O-""}"
1699,MOVE,X,"{""position"": ""2,2"", ""board"": ""XXO----OX""}"
1700,MOVE,O,"{""position"": ""1,2"", ""board"": ""XXO--O-OX""}"
1701,MOVE,X,"{""position"": ""2,0"", ""board"": ""XXO--OXOX""}"
1702,MOVE,O,"{""position"": ""1,0"", ""board"": ""XXOO-OXOX""}"
1703,MOVE,X,"{""position"": ""1,1"", ""board"": ""XXOOXOXOX""}"
1704,GAME_END,system,"{""result"": ""X"", ""final_board"": ""XXOOXOXOX""}"
1705,GAME_START,system,{}
1706,MOVE,X,"{""position"": ""2,0"", ""board"": ""------X--""}"
1707,MOVE,O,"{""position"": ""0,0"", ""board"": ""O-----X--""}"
1708,MOVE,X,"{""position"": ""0,2"", ""board"": ""O-X---X--""}"
1709,MOVE,O,"{""position"": ""1,2"", ""board"": ""O-X--OX--""}"
1710,MOVE,X,"{""position"": ""2,1"", ""board"": ""O-X--OXX-""}"
1711,MOVE,O,"{""position"": ""1,0"", ""board"": ""O-XO-OXX-""}"
1712,MOVE,X,"{""position"": ""2,2"", ""board"": ""O-XO-OXXX""}"
1713,GAME_END,system,"{""result"": ""X"", ""final_board"": ""O-XO-OXXX""}"
1714,GAME_START,system,{}
1715,MOVE,X,"{""position"": ""0,1"", ""board"": ""-X-------""}"
1716,MOVE,O,"{""position"": ""1,2"", ""board"": ""-X---O---""}"
1717,MOVE,X,"{""position"": ""0,0"", ""board"": ""XX---O---""}"
1718,MOVE,O,"{""position"": ""2,2"", ""board"": ""XX---O--O""}"
1719,MOVE,X,"{""position"": ""2,0"", ""board"": ""XX---OX-O""}"
1720,MOVE,O,"{""position"": ""0,2"", ""board"": ""XXO--OX-O""}"
1721,GAME_END,system,"{""result"": ""O"", ""final_board"": ""XXO--OX-O""}"
1722,GAME_START,system,{}
1723,MOVE,X,"{""position"": ""2,2"", ""board"": ""--------X""}"
1724,MOVE,O,"{""position"": ""0,1"", ""board"": ""-O------X""}"
1725,MOVE,X,"{""position"": ""1,1"", ""board"": ""-O--X---X""}"
1726,MOVE,O,"{""position"": ""2,1"", ""board"": ""-O--X--OX""}"
1727,MOVE,X,"{""position"": ""0,0"", ""board"": ""XO--X--OX""}"
1728,GAME_END,system,"{""result"": ""X"", ""final_board"": ""XO--X--OX""}"
1729,GAME_START,system,{}
1730,MOVE,X,"{""position"": ""1,2"", ""board"": ""-----X---""}"
1731,MOVE,O,"{""position"": ""2,2"", ""board"": ""-----X--O""}"
1732,MOVE,X,"{""position"": ""1,0"", ""board"": ""---X-X--O""}"
1733,MOVE,O,"{""position"": ""0,2"", ""board"": ""--OX-X--O""}"
1734,MOVE,X,"{""position"": ""1,1"", ""board"": ""--OXXX--O""}"
1735,GAME_END,system,"{""result"": ""X"", ""final_board"": ""--OXXX--O""}"
1736,GAME_START,system,{}
1737,MOVE,X,"{""position"": ""2,1"", ""board"": ""-------X-""}"
1738,MOVE,O,"{""position"": ""0,2"", ""board"": ""--O----X-""}"
1739,MOVE,X,"{""position"": ""1,1"", ""board"": ""--O-X--X-""}"
1740,MOVE,O,"{""position"": ""0,0"", ""board"": ""O-O-X--X-""}"
1741,MOVE,X,"{""position"": ""0,1"", ""board"": ""OXO-X--X-""}"
1742,GAME_END,system,"{""result"": ""X"", ""final_board"": ""OXO-X--X-""}"
1743,GAME_START,system,{}
1744,MOVE,X,"{""position"": ""1,0"", ""board"": ""---X-----""}"
1745,MOVE,O,"{""position"": ""0,1"", ""board"": ""-O-X-----""}"
1746,MOVE,X,"{""position"": ""1,1"", ""board"": ""-O-XX----""}"
1747,MOVE,O,"{""position"": ""0,2"", ""board"": ""-OOXX----""}"
1748,MOVE,X,"{""position"": ""0,0"", ""board"": ""XOOXX----""}"
1749,MOVE,O,"{""position"": ""2,1"", ""board"": ""XOOXX--O-""}"
1750,MOVE,X,"{""position"": ""2,0"", ""board"": ""XOOXX-XO-""}"
1751,GAME_END,system,"{""result"": ""X"", ""final_board"": ""XOOXX-XO-""}"
1752,GAME_START,system,{}
1753,MOVE,X,"{""position"": ""0,2"", ""board"": ""--X------""}"
1754,MOVE,O,"{""position"": ""1,0"", ""board"": ""--XO-----""}"
1755,MOVE,X,"{""position"": ""1,2"", ""board"": ""--XO-X---""}"
1756,MOVE,O,"{""position"": ""0,0"", ""board"": ""O-XO-X---""}"
1757,MOVE,X,"{""position"": ""1,1"", ""board"": ""O-XOXX---""}"
1758,MOVE,O,"{""position"": ""0,1"", ""board"": ""OOXOXX---""}"
1759,MOVE,X,"{""position"": ""2,2"", ""board"": ""OOXOXX--X""}"
1760,GAME_END,system,"{""result"": ""X"", ""final_board"": ""OOXOXX--X""}"
1761,GAME_START,system,{}
1762,MOVE,X,"{""position"": ""1,0"", ""board"": ""---X-----""}"
1763,MOVE,O,"{""position"": ""2,1"", ""board"": ""---X---O-""}"
1764,MOVE,X,"{""position"": ""0,2"", ""board"": ""--XX---O-""}"
1765,MOVE,O,"{""position"": ""2,2"", ""board"": ""--XX---OO""}"
1766,MOVE,X,"{""position"": ""1,2"", ""board"": ""--XX-X-OO""}"
1767,MOVE,O,"{""position"": ""1,1"", ""board"": ""--XXOX-OO""}"
1768,MOVE,X,"{""position"": ""2,0"", ""board"": ""--XXOXXOO""}"
1769,MOVE,O,"{""position"": ""0,1"", ""board"": ""-OXXOXXOO""}"
1770,GAME_END,system,"{""result"": ""O"", ""final_board"": ""-OXXOXXOO""}"
1771,GAME_START,system,{}
1772,MOVE,X,"{""position"": ""2,1"", ""board"": ""-------X-""}"
1773,MOVE,O,"{""position"": ""0,2"", ""board"": ""--O----X-""}"
1774,MOVE,X,"{""position"": ""0,1"", ""board"": ""-XO----X-""}"
1775,MOVE,O,"{""position"": ""1,1"", ""board"": ""-XO-O--X-""}"
1776,MOVE,X,"{""position"": ""2,0"", ""board"": ""-XO-O-XX-""}"
1777,MOVE,O,"{""position"": ""0,0"", ""board"": ""OXO-O-XX-""}"
1778,MOVE,X,"{""position"": ""1,0"", ""board"": ""OXOXO-XX-""}"
1779,MOVE,O,"{""position"": ""2,2"", ""board"": ""OXOXO-XXO""}"
1780,GAME_END,system,"{""result"": ""O"", ""final_board"": ""OXOXO-XXO""}"
1781,GAME_START,system,{}
1782,MOVE,X,"{""position"": ""1,1"", ""board"": ""----X----""}"
1783,MOVE,O,"{""position"": ""0,1"", ""board"": ""-O--X----""}"
1784,MOVE,X,"{""position"": ""2,0"", ""board"": ""-O--X-X--""}"
